Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price Rs.
Datsun,Sunny,1975,Manual,Petrol,1171,0,"Rs. 695,000"
Toyota,Corona,1987,Manual,Diesel,1500,50000,"Rs. 800,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,660,80000,"Rs. 7,275,000"
Perodua,Axia G,2015,Automatic,Petrol,1000,75000,"Rs. 5,950,000"
Suzuki,Swift Center Anternna,2003,Automatic,Petrol,1300,148000,"Rs. 4,240,000"
Suzuki,A-Star,2011,Manual,Petrol,1000,117000,"Rs. 3,650,000"
Honda,GRACE EX,2016,Automatic,Hybrid,1500,173600,"Rs. 10,695,000"
Toyota,Corolla Elephant Back GL,1997,Automatic,Petrol,1500,175100,"Rs. 3,300,000"
Toyota,Corolla,1985,Manual,Petrol,1300,11111,"Rs. 925,000"
Toyota,Axio,2016,Automatic,Hybrid,1500,66000,"Rs. 12,000,000"
Honda,FIT GP5 S GRADE,2015,Automatic,Hybrid,1500,131000,"Rs. 8,495,000"
Toyota,AQUA X Urban,2015,Automatic,Hybrid,1500,80000,"Rs. 9,395,000"
Toyota,Axio Wxb,2017,Automatic,Petrol,-,94859,"Rs. 12,980,000"
Nissan,B15,2001,Automatic,Petrol,1300,217500,"Rs. 3,675,000"
Chevrolet,AVEO UVA,2007,Manual,Petrol,-,150000,"Rs. 2,600,000"
Toyota,Axio,2013,Automatic,Petrol,1500,183000,Negotiable
Suzuki,Alto LXI,2015,Manual,Petrol,800,91000,"Rs. 3,770,000"
Suzuki,EE 90,1991,Manual,Petrol,1270,77777,"Rs. 1,500,000"
Nissan,AD Wagon,1981,Manual,Petrol,1300,190000,Negotiable
Toyota,PRIUS G LIMITED,2012,Automatic,Hybrid,1800,139800,"Rs. 10,620,000"
Toyota,COROLLA AE110,1997,Automatic,Petrol,1500,183633,"Rs. 4,395,000"
BMW,520d,2013,Automatic,Diesel,1995,112000,"Rs. 24,250,000"
Nissan,FB14,1995,Manual,Petrol,1500,12345,"Rs. 2,250,000"
Toyota,Dx Wagon,1985,Manual,Petrol,1300,-,"Rs. 1,050,000"
Toyota,Vitz,2016,Automatic,Petrol,1000,63000,Negotiable
Suzuki,Wagon R Stingray,2017,Automatic,Petrol,650,84270,"Rs. 6,650,000"
Toyota,Prius S,2011,Automatic,Hybrid,1790,157000,"Rs. 9,675,000"
Nissan,FB15 EX Saloon,2001,Automatic,Petrol,1500,148000,"Rs. 4,350,000"
Toyota,Aqua G,2013,Automatic,Hybrid,1500,132500,"Rs. 8,450,000"
Hyundai,STELLAR GSL,1989,Manual,Petrol,1500,152996,"Rs. 895,000"
Mitsubishi,Lancer Box,1984,Manual,Petrol,1400,12345,"Rs. 950,000"
Toyota,Corona AT 140,1989,Manual,Diesel,1500,125000,Negotiable
Toyota,Axio G,2014,Automatic,Hybrid,1500,154000,"Rs. 9,350,000"
Hyundai,Sonata H Matic,2002,Automatic,Petrol,2000,223000,"Rs. 2,850,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,82000,"Rs. 7,450,000"
Toyota,Allion 240,2006,Automatic,Petrol,1500,180000,"Rs. 7,500,000"
Suzuki,ALTO,2017,Manual,Petrol,800,80000,"Rs. 4,350,000"
Suzuki,Alto Japan,2004,Automatic,Petrol,600,96000,Negotiable
Nissan,PULSAR,1998,Automatic,Diesel,2000,165000,"Rs. 2,895,000"
Perodua,Kelisa,2005,Automatic,Petrol,1000,167000,"Rs. 3,475,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,10000,"Rs. 10,800,000"
Toyota,Vista,2000,Automatic,Petrol,1890,759000,"Rs. 3,750,000"
Suzuki,Alto Japan,2023,Automatic,Petrol,650,6000,"Rs. 7,150,000"
Honda,CIVIC TECH PACK SEDAN,2019,Automatic,Petrol,1000,117000,"Rs. 13,500,000"
Toyota,COROLLA,1997,Automatic,Diesel,2000,270000,"Rs. 2,675,000"
Toyota,DX Wagon,1986,Manual,Petrol,1500,-,"Rs. 1,050,000"
Nissan,Cedric,1999,Automatic,Petrol,1990,100000,"Rs. 2,000,000"
Nissan,B11 SUNNY,1985,Manual,Petrol,1500,111111,"Rs. 700,000"
Toyota,SAI AZK10,2010,Automatic,Hybrid,2360,46000,"Rs. 12,800,000"
Nissan,Skyline,1976,Automatic,Petrol,2000,80000,"Rs. 750,000"
Toyota,PRIUS 4TH GEN,2016,Automatic,Hybrid,1800,101700,Negotiable
Suzuki,Wagon R,2017,Automatic,Petrol,660,70000,"Rs. 6,650,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,160000,"Rs. 7,950,000"
Honda,Civic FD4,2008,Automatic,Petrol,1600,203000,"Rs. 7,250,000"
Toyota,Axio G Grade,2007,Automatic,Petrol,1500,176500,"Rs. 7,950,000"
Honda,Fit Aria GD8,2004,Automatic,Petrol,1500,163000,"Rs. 4,750,000"
Proton,Saloon,1990,Manual,Petrol,1500,13500,"Rs. 2,200,000"
Toyota,Yaris,2010,Automatic,Diesel,1500,64000,"Rs. 6,950,000"
Mercedes-Benz,Cla 180 AMG Line,2017,Automatic,Petrol,1600,33000,"Rs. 22,700,000"
Toyota,Corolla 110 Low Mileage,2003,Automatic,Petrol,1500,120000,Negotiable
Toyota,Vitz SCP 10,2003,Automatic,Petrol,1000,236000,"Rs. 4,650,000"
Suzuki,Alto,2010,Manual,Petrol,800,129000,"Rs. 2,875,000"
Toyota,ALLION 240,2003,Automatic,Petrol,1500,166560,"Rs. 7,395,000"
Daihatsu,MIRA,2007,Automatic,Petrol,650,131000,"Rs. 4,495,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,76000,"Rs. 8,675,000"
Toyota,Allion,2012,Automatic,Petrol,1500,164000,"Rs. 9,900,000"
Suzuki,Alto,2015,Manual,Petrol,800,85000,"Rs. 3,750,000"
Toyota,Allion,2005,Automatic,Petrol,1500,180000,Negotiable
Toyota,AQUA URBAN,2015,Automatic,Hybrid,1500,128408,"Rs. 9,595,000"
Suzuki,Swift RS Turbo,2017,Automatic,Petrol,1000,89000,Negotiable
Toyota,Carina Ti My Road,1997,Automatic,Petrol,1500,130000,Negotiable
Perodua,Axia,2016,Automatic,Petrol,1000,48000,"Rs. 6,090,000"
Suzuki,Maruti,2004,Manual,Petrol,800,0,"Rs. 1,625,000"
Honda,Civic,2019,Automatic,Petrol,1000,62000,"Rs. 14,900,000"
Toyota,Vitz,2008,Automatic,Petrol,1000,94000,"Rs. 5,725,000"
Mercedes-Benz,E200 CDI,2010,Automatic,Petrol,1800,129000,"Rs. 15,600,000"
Suzuki,MARUTI 800,2011,Manual,Petrol,800,78908,"Rs. 2,225,000"
Honda,Civic FD4,2007,Automatic,Petrol,1600,230000,"Rs. 6,850,000"
Hyundai,Accent,2006,Manual,Petrol,1400,188,"Rs. 2,560,000"
Toyota,PREMIO 211,1999,Automatic,Petrol,1800,180000,"Rs. 4,750,000"
Nissan,BLUEBIRD,1999,Automatic,Petrol,1800,178000,"Rs. 2,995,000"
Daihatsu,Charmant,1985,Manual,Petrol,1290,0,"Rs. 1,750,000"
Suzuki,Alto,2015,Manual,Petrol,800,107000,"Rs. 3,725,000"
Suzuki,Baleno,2018,Automatic,Petrol,1000,140000,"Rs. 8,000,000"
Suzuki,WAGON R STINGRAY,2017,Automatic,Hybrid,660,63000,"Rs. 7,190,000"
Nissan,Sb 14,1997,Automatic,Diesel,2000,123,Negotiable
Toyota,Premio,2019,Automatic,Petrol,1500,39000,Negotiable
Nissan,FB 15,1999,Automatic,Petrol,1500,0,"Rs. 3,950,000"
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,159000,"Rs. 11,375,000"
Mercedes-Benz,S320 AMG W220,2004,Automatic,Petrol,3200,137000,"Rs. 6,950,000"
Toyota,Ce100,1995,Manual,Diesel,1999,0,"Rs. 2,380,000"
Honda,ACCORD,1998,Manual,Petrol,2000,245000,"Rs. 2,975,000"
Hyundai,Trajet,2003,Automatic,Petrol,2400,200000,"Rs. 3,950,000"
Toyota,VIOS,2008,Automatic,Petrol,1500,111111,"Rs. 6,585,000"
Toyota,Passo,2007,Automatic,Petrol,1000,134000,Negotiable
Suzuki,WAGON R Stingray,2017,Automatic,Hybrid,660,-,"Rs. 7,190,000"
Toyota,Premio,2017,Automatic,Petrol,1500,131000,"Rs. 16,500,000"
Suzuki,Wagon R,2024,Automatic,Hybrid,660,700,Negotiable
Toyota,ALLION 260,2013,Automatic,Petrol,1500,140000,"Rs. 12,050,000"
Toyota,KDH High Roof,2014,Automatic,Diesel,3000,144000,"Rs. 21,495,000"
Micro,Panda Cross,2014,Manual,Petrol,1300,78000,"Rs. 3,275,000"
Toyota,Corsa EL53,1997,Automatic,Petrol,1500,176800,"Rs. 3,275,000"
Toyota,Carina,2001,Manual,Petrol,1580,123456,Negotiable
Daihatsu,Cuore,1996,Manual,Petrol,850,133000,"Rs. 1,790,000"
Toyota,Axio,2017,Automatic,Petrol,1500,98000,"Rs. 13,500,000"
Perodua,Viva Elite,2012,Automatic,Petrol,1000,139000,"Rs. 4,600,000(Ongoing Lease)"
Suzuki,Wagon R,2023,Automatic,Hybrid,660,7800,Negotiable
Hyundai,Sonata,2012,Automatic,Petrol,2000,128000,"Rs. 8,475,000"
Toyota,Aqua,2012,Automatic,Hybrid,1500,144000,"Rs. 7,000,000"
Daihatsu,Mira,2023,Automatic,Petrol,1000,11250,Negotiable
Suzuki,Alto,2015,Manual,Petrol,800,88525,"Rs. 3,650,000"
Nissan,B 11,1983,Manual,Petrol,1500,288900,"Rs. 995,000"
Micro,Trend,2009,Automatic,Petrol,1075,67472,Negotiable
Toyota,Prius G Touring,2016,Automatic,Hybrid,1800,189000,Negotiable
Toyota,PREMIO,2017,Automatic,Petrol,1500,81000,"Rs. 16,375,000"
Toyota,Axio Hybrid G Grade,2015,Automatic,Hybrid,1500,108000,"Rs. 11,500,000"
Honda,Civic EK3,1998,Manual,Petrol,1500,220000,"Rs. 4,050,000"
Fiat,Linea,2012,Manual,Diesel,1300,68000,"Rs. 2,950,000"
Honda,N WGN Custom,2017,Automatic,Petrol,650,78000,"Rs. 6,885,000"
Nissan,FB14,1997,Manual,Petrol,1400,220000,"Rs. 2,825,000"
Daihatsu,Mira Safety ES,2018,Automatic,Petrol,650,78000,"Rs. 6,385,000"
Nissan,HB11,1985,Manual,Petrol,1500,12345,"Rs. 925,000"
Toyota,PremioAllion NZT 260,2016,Automatic,Petrol,1500,49000,"Rs. 15,700,000"
Renault,Clio JAPAN,2000,Manual,Petrol,1390,181830,Negotiable
Nissan,Dayz SEFTY,2019,Automatic,Petrol,650,85000,Negotiable
BMW,I8 Roadster Limited,2019,Automatic,Hybrid,1500,13000,"Rs. 44,500,000"
BYD,Seal,2025,Automatic,Electric,-,-,"Rs. 20,400,000"
Toyota,Carina,1988,Manual,Petrol,1500,258888,"Rs. 500,000"
Datsun,Redi-Go,2017,Manual,Petrol,799,108926,Negotiable
Morris,Minor,1954,Manual,Petrol,1000,95000,"Rs. 2,350,000"
Nissan,FB15,2001,Automatic,Petrol,1500,296700,"Rs. 41,500,000"
Chery,Qq,2006,Manual,Petrol,800,193,"Rs. 1,300,000"
Toyota,Aqua S Grade,2013,Automatic,Hybrid,1500,93525,"Rs. 7,875,000"
Chery,Qq,2007,Manual,Petrol,1000,123456,Negotiable
Mercedes-Benz,C200 Premium,2018,Automatic,Petrol,1500,26000000,"Rs. 43,500,000"
Chevrolet,Aveo,2008,Manual,Petrol,1198,204988,Negotiable
Toyota,Prius,2015,Automatic,Hybrid,1800,126000,Negotiable
Hyundai,Accent,2001,Automatic,Petrol,1500,139000,Negotiable
Subaru,Wrx STI 8,2009,Automatic,Petrol,2000,137000,"Rs. 11,500,000"
Suzuki,Wagon R Fx,2016,Automatic,Hybrid,-,0,"Rs. 5,990,000"
Toyota,Prius S Led,2012,Automatic,Hybrid,1800,169220,Negotiable
Suzuki,ALTO,2014,Manual,Petrol,800,-,Negotiable
Perodua,Viva Elite AMIEZR,2011,Automatic,Petrol,100,100250,"Rs. 4,480,000"
Suzuki,Celerio Zxi,2017,Automatic,Petrol,996,14000,"Rs. 5,400,000"
Suzuki,CELERIO,2017,Automatic,Petrol,1000,143000,"Rs. 4,890,000"
Morris,Mini Cooper,1960,Manual,Petrol,1000,24120,"Rs. 1,650,000"
Toyota,Vios Japan,2003,Automatic,Petrol,1500,-,"Rs. 5,450,000"
BMW,520d,2012,Automatic,Diesel,20000,70000,"Rs. 21,000,000"
Nissan,Ad Wagon,1997,Manual,Petrol,1300,180000,"Rs. 2,425,000"
Toyota,Prius,2011,Automatic,Petrol,-,-,Negotiable
Suzuki,Maruti Zen,1995,Manual,Petrol,1000,12345,"Rs. 1,475,000"
Hyundai,Accent,2012,Automatic,Petrol,1600,135000,"Rs. 6,975,000"
Suzuki,Alto,2015,Manual,Petrol,800,80000,"Rs. 3,850,000"
Toyota,PRIUS 4TH GEN,2016,Automatic,Hybrid,1800,78000,"Rs. 15,500,000"
Suzuki,Wagon R Fz,2017,Automatic,Petrol,660,98500,"Rs. 6,650,000"
Suzuki,Maruti,2010,Manual,Petrol,800,93000,"Rs. 2,195,000"
Mitsubishi,Lancer Tube Light,1979,Manual,Petrol,1300,-,"Rs. 315,000"
Honda,Fit GP1,2011,Automatic,Petrol,1330,127000,"Rs. 6,650,000"
Mitsubishi,Lancer Box,1984,Manual,Petrol,1400,186500,"Rs. 895,000"
Toyota,Corona AT140,1983,Manual,Diesel,2000,147000,"Rs. 875,000"
Toyota,Vitz,2008,Automatic,Petrol,1000,109000,"Rs. 5,590,000"
Perodua,Viva Elite Amiezt,2012,Automatic,Petrol,1000,138300,"Rs. 4,325,000"
Mitsubishi,Lancer Cs1,2008,Manual,Petrol,1350,112054,Negotiable
Kia,Cerato,2010,Automatic,Petrol,1600,152000,"Rs. 5,550,000(Ongoing Lease)"
Toyota,Vitz,2016,Automatic,Petrol,1000,84200,"Rs. 7,850,000"
Daihatsu,Boon,2008,Automatic,Petrol,1000,128000,"Rs. 4,725,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,98000,"Rs. 7,550,000"
Toyota,Corolla,1990,Manual,Petrol,1300,20000,"Rs. 1,650,000"
Toyota,Belta,2010,Automatic,Petrol,1300,121000,Negotiable
Toyota,Camry G,2010,Automatic,Petrol,2400,162000,"Rs. 9,250,000"
Mitsubishi,Lancer Wagon,1979,Manual,Petrol,1400,11111,"Rs. 500,000"
Nissan,March K11,1997,Automatic,Petrol,990,187000,"Rs. 1,350,000(Ongoing Lease)"
Nissan,N16 Bluebird Sylphy,2001,Automatic,Petrol,1800,253000,"Rs. 4,450,000"
Suzuki,Spacia,2017,Automatic,Petrol,650,-,"Rs. 6,850,000"
Toyota,Vitz Edition 3,2020,Automatic,Petrol,990,14500,Negotiable
Toyota,Carina,1995,Automatic,Petrol,1500,180000,"Rs. 3,150,000"
Suzuki,Alto,2017,Manual,Petrol,800,130000,"Rs. 4,090,000"
Toyota,Vitz Safety,2016,Automatic,Petrol,1000,91500,"Rs. 7,750,000"
Toyota,Vitz Safety Edition,2017,Automatic,Petrol,1000,119000,"Rs. 8,250,000"
Toyota,Dx 74,1985,Manual,Petrol,1500,-,Negotiable
Nissan,FB15 Super Saloon Splend,2000,Automatic,Petrol,1500,187700,"Rs. 4,275,000"
Kia,Rio,2002,Manual,Petrol,1500,-,"Rs. 2,400,000"
Suzuki,Alto Lxi,2016,Manual,Petrol,800,80000,Negotiable
Nissan,B211,1979,Manual,Petrol,1490,186325,"Rs. 775,000"
Suzuki,Maruti 800,2005,Manual,Petrol,800,-,"Rs. 1,825,000"
Datsun,Redi-GO,2017,Manual,Petrol,800,75123,"Rs. 3,125,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,660,42000,"Rs. 7,450,000"
Nissan,VB11 Sunny,1985,Manual,Petrol,1300,123456,Negotiable
Suzuki,Alto Japan,2018,Automatic,Hybrid,650,88750,"Rs. 5,675,000"
Suzuki,Maruti,2006,Manual,Petrol,800,103860,"Rs. 1,900,000"
Ford,Escort,1973,Manual,Petrol,1100,-,"Rs. 1,150,000"
Toyota,Axio,2014,Automatic,Petrol,1500,175000,"Rs. 9,825,000"
Suzuki,Wagon R FZ PREMIUM,2018,Automatic,Hybrid,660,88000,"Rs. 7,075,000"
Nissan,DAYZ SAFETY,2018,Automatic,Petrol,-,-,Negotiable
Mitsubishi,Lancer,1985,Manual,Petrol,1400,50000,"Rs. 610,000"
Nissan,Cefiro J31,2007,Automatic,Petrol,2350,167000,"Rs. 7,400,000"
Suzuki,Wagon R Stingray CBB,2018,Automatic,Hybrid,650,49000,"Rs. 7,490,000"
Nissan,March K10,1988,Manual,Diesel,1500,100000,"Rs. 1,175,000"
Honda,Grace EX Sensing,2017,Automatic,Petrol,1500,85000,"Rs. 12,200,000"
Toyota,Platz,2000,Manual,Petrol,1300,195000,"Rs. 2,795,000"
Suzuki,Swift Ignis,2004,Automatic,Petrol,1300,130000,"Rs. 4,275,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,195000,"Rs. 11,050,000"
Toyota,Carina 192,1995,Manual,Petrol,1490,250000,"Rs. 3,475,000"
Perodua,Viva Elite,2013,Automatic,Petrol,1000,48106,"Rs. 4,875,000"
Suzuki,Alto Lxi,2016,Manual,Petrol,800,85000,"Rs. 3,910,000"
Toyota,KE50,1974,Manual,Petrol,1300,100000,"Rs. 895,000(Ongoing Lease)"
Nissan,Wingroad,1999,Automatic,Petrol,1500,166000,"Rs. 2,695,000"
Mini,COOPER,2004,Automatic,Petrol,1600,50000,"Rs. 7,850,000"
Mitsubishi,EK Wagon,2015,Automatic,Petrol,660,101500,"Rs. 5,900,000"
Austin,A30,1958,Manual,Petrol,1000,358745,"Rs. 620,000"
Toyota,Aqua Urban Limited,2015,Automatic,Hybrid,1500,1500,"Rs. 8,825,000"
Toyota,Premio,2019,Automatic,Petrol,1500,49752,"Rs. 18,975,000"
Honda,Grace EX,2014,Automatic,Hybrid,1500,90000,Negotiable
Suzuki,WAGON R CANERA STINGRAY,2017,Automatic,Petrol,660,52000,"Rs. 7,495,000"
Micro,Panda,2017,Automatic,Petrol,1000,-,Negotiable
Suzuki,Maruti 800 EFI,2005,Manual,Petrol,800,98000,"Rs. 1,840,000"
Suzuki,ALTO,2014,Manual,Petrol,800,111600,"Rs. 3,650,000"
Micro,Panda Cross,2017,Automatic,Petrol,1000,-,Negotiable
Toyota,Corolla AE110,1996,Automatic,Petrol,-,127850,Negotiable
Suzuki,Alto,2013,Manual,Petrol,800,78300,"Rs. 3,195,000"
Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,-,Negotiable
Nissan,N16 Sunny,2002,Automatic,Petrol,1500,162000,"Rs. 4,290,000"
Honda,Civic Tech Pack,2018,Automatic,Petrol,1000,65000,"Rs. 14,290,000"
Tata,Indica,2003,Manual,Petrol,1405,-,"Rs. 1,895,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,93500,"Rs. 7,680,000"
Suzuki,HUSTLER,2015,Automatic,Petrol,650,88000,"Rs. 6,285,000"
Micro,Panda,2014,Manual,Petrol,1000,-,Negotiable
Daihatsu,Move Emperor,2006,Automatic,Petrol,660,-,"Rs. 2,695,000"
Kia,Picanto,2017,Automatic,Petrol,1000,90000,"Rs. 5,775,000"
Toyota,AQUA,2012,Automatic,Petrol,1500,120000,"Rs. 7,150,000"
Mercedes-Benz,W115,1969,Manual,Diesel,2000,20000,"Rs. 590,000"
Toyota,COROLLA KE20,1973,Manual,Petrol,1200,290000,"Rs. 750,000"
Nissan,Leaf AZEO G Grade,2013,Automatic,Electric,70,92000,Negotiable
Micro,MX7,2014,Manual,Petrol,1500,-,"Rs. 3,295,000"
Datsun,Redi-GO,2016,Manual,Petrol,800,62000,"Rs. 3,100,000"
Suzuki,Maruti,2007,Manual,Petrol,800,90852,"Rs. 1,925,000"
Toyota,Aqua G Softleather,2013,Automatic,Hybrid,1500,165000,"Rs. 7,900,000"
Suzuki,Alto Japan,2017,Automatic,Petrol,650,95888,Negotiable
Mercedes-Benz,E 220,2012,Automatic,Diesel,2143,47900,"Rs. 20,350,000"
Suzuki,Alto,2015,Manual,Petrol,800,48000,"Rs. 3,925,000"
Suzuki,Maruti,2004,Manual,Petrol,790,810000,"Rs. 1,785,000"
Perodua,Kenari,2007,Automatic,Petrol,1000,-,"Rs. 3,695,000"
Toyota,Vitz U Grade,2008,Automatic,Petrol,1290,180000,Negotiable
Nissan,Sunny B310 GL,1982,Manual,Petrol,1300,131245,"Rs. 675,000"
Hyundai,EON Magna,2016,Manual,Petrol,814,67000,"Rs. 3,980,000"
Toyota,VITZ EDITION 2,2018,Automatic,Petrol,1000,35000,"Rs. 8,925,000"
Tata,Indigo GLX,2015,Automatic,Petrol,1200,141000,Negotiable
Nissan,Wingroad,2001,Automatic,Petrol,1500,178000,"Rs. 3,600,000"
Hyundai,Accent,2005,Manual,Petrol,1500,180000,"Rs. 2,550,000"
Toyota,Premio,2017,Automatic,Petrol,1500,59000,"Rs. 16,275,000"
BMW,318Im Spot,2018,Automatic,Petrol,1500,96000,Negotiable
Toyota,Aqua S Grade,2014,Automatic,Petrol,1500,-,Negotiable(Ongoing Lease)
Toyota,Axio,2007,Automatic,Petrol,1500,135000,Negotiable
Toyota,CT 170,1993,Manual,Diesel,2000,-,Negotiable
Toyota,Land Cruiser Prado V8,2011,Automatic,Diesel,4000,138000,Negotiable
Micro,Panda,2014,Manual,Petrol,1000,-,"Rs. 2,695,000"
Toyota,Corolla 121,2005,Automatic,Petrol,1500,226000,"Rs. 6,275,000"
Suzuki,Wagon R FZ,2014,Automatic,Petrol,-,-,Negotiable
Honda,FIT Shuttle,2012,Automatic,Petrol,-,-,Negotiable
Micro,Panda Cross,2014,Manual,Petrol,1300,-,"Rs. 3,195,000"
Volvo,240 GL,1993,Manual,Diesel,2000,152475,"Rs. 1,550,000"
Honda,Grace,2015,Automatic,Petrol,1500,96000,Negotiable
Honda,FIT Shuttle,2013,Automatic,Petrol,-,-,Negotiable
BYD,Atto 3,2025,Automatic,Electric,100,3000,"Rs. 15,750,000"
Toyota,Altezza,2000,Automatic,Petrol,2000,130000,Negotiable
Nissan,March AK12,2002,Automatic,Petrol,1300,140000,"Rs. 3,700,000"
Toyota,VITZ,2008,Automatic,Petrol,1000,125000,Negotiable
Toyota,Aqua,2013,Automatic,Hybrid,1500,-,"Rs. 7,750,000"
Toyota,Aqua,2015,Automatic,Hybrid,1500,100000,"Rs. 9,500,000"
Peugeot,500,2019,Automatic,Petrol,1500,88000,Negotiable
Suzuki,A-star,2010,Automatic,Petrol,1000,112000,"Rs. 4,325,000"
Mercedes-Benz,E250 Pure,2014,Automatic,Diesel,2200,92000,Negotiable
Suzuki,Spacia Custom Turbo,2025,Automatic,Petrol,660,0,"Rs. 11,300,000"
Suzuki,Swift Face-Lift,2015,Manual,Petrol,1200,142000,"Rs. 5,175,000"
Bajaj,Qute,2019,Manual,Petrol,2166,80,"Rs. 1,200,000"
Peugeot,504 GL,1985,Manual,Diesel,1899,56540,"Rs. 590,000"
Chery,Qq,2012,Manual,Petrol,800,102000,"Rs. 1,950,000"
Suzuki,Maruti EFI,2008,Manual,Petrol,800,78526,"Rs. 2,025,000"
Bajaj,Qute,2019,Manual,Petrol,2166,4000,Negotiable
Austin,A 40,1951,Manual,Petrol,1500,83000,Negotiable
Toyota,Vitz Edition 3 LED,2019,Automatic,Petrol,-,61000,"Rs. 9,450,000"
Toyota,Vitz,2016,Automatic,Petrol,990,115900,"Rs. 7,775,000"
Hyundai,Accent,2002,Manual,Petrol,1341,216325,"Rs. 2,450,000(Ongoing Lease)"
Toyota,Passo,2007,Automatic,Petrol,1000,150000,"Rs. 4,740,000"
Toyota,Premio G Superior,2018,Automatic,Petrol,1500,89000,"Rs. 19,200,000"
Toyota,KE72 Dx Wagon,1985,Manual,Petrol,1300,148000,"Rs. 1,450,000"
Nissan,March K12,2002,Automatic,Petrol,1000,132000,"Rs. 3,675,000"
Toyota,Camry CV30 Deisel,1991,Manual,Diesel,1970,20000,"Rs. 1,990,000"
Nissan,N16 Sunny,2004,Manual,Petrol,1300,190000,"Rs. 2,000,000(Ongoing Lease)"
Toyota,Passo,2007,Automatic,Petrol,1000,132000,Negotiable
Toyota,Premio 240,2007,Automatic,Petrol,1500,198357,Negotiable
Honda,Civic,2017,Automatic,Petrol,1000,80000,"Rs. 13,250,000"
Honda,Civic,1985,Manual,Petrol,1500,-,"Rs. 1,350,000"
Mitsubishi,Lancer,2003,Manual,Petrol,1300,84000,"Rs. 5,200,000"
Suzuki,Swift,2005,Automatic,Petrol,1320,-,"Rs. 4,300,000"
Suzuki,Swift,2007,Automatic,Petrol,1300,163000,"Rs. 5,675,000"
Suzuki,Wagon R Stingray J Style,2014,Automatic,Petrol,660,104000,Negotiable
Nissan,Nissan,1982,Manual,Petrol,-,-,"Rs. 585,000"
Toyota,Allion 260,2014,Automatic,Petrol,1490,127900,"Rs. 12,300,000"
Honda,Insight ZE2,2010,Automatic,Hybrid,1300,128000,"Rs. 7,375,000"
Toyota,Vitz,2015,Automatic,Petrol,1000,115000,"Rs. 7,750,000"
Toyota,Ke 74,1987,Manual,Petrol,1500,1234567,"Rs. 1,075,678"
Daihatsu,MOVE,2016,Automatic,Petrol,650,99960,"Rs. 6,750,000"
Toyota,Prius S LED,2013,Automatic,Hybrid,1800,113000,"Rs. 10,475,000"
Toyota,Premio,2017,Automatic,Petrol,-,90000,"Rs. 16,300,000"
Toyota,Carina AT 170,1993,Manual,Petrol,1490,214236,"Rs. 1,750,000"
Toyota,CE96,1990,Manual,Diesel,1970,250000,"Rs. 1,850,000"
Suzuki,Alto,2011,Manual,Petrol,1000,10200,Negotiable
Toyota,Premio,2007,Automatic,Petrol,1800,137000,Negotiable
Mazda,BHALP,1996,Manual,Petrol,1500,283000,"Rs. 3,000,000"
Suzuki,ALTO 800,2015,Manual,Petrol,800,135000,"Rs. 3,675,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,48000,Negotiable
Toyota,Carina AT150,1985,Manual,Petrol,1452,0,"Rs. 1,350,000"
Suzuki,ALTO K10 Vxi,2011,Manual,Petrol,1000,105000,"Rs. 3,225,000"
Toyota,Vitz,2017,Automatic,Petrol,990,84828,"Rs. 8,275,000"
Toyota,Corolla A E 81,1987,Manual,Diesel,1500,100000,"Rs. 490,000"
Honda,Grace EX,2014,Automatic,Hybrid,1500,123500,"Rs. 9,695,000(Ongoing Lease)"
Toyota,Ce 96,1993,Manual,Diesel,1830,252000,"Rs. 1,925,000"
Toyota,AT 150,1984,Manual,Petrol,1490,170000,"Rs. 975,000"
Toyota,Axio,2007,Automatic,Petrol,1500,1630000,"Rs. 7,675,000"
Micro,Trend,2011,Manual,Petrol,1000,81000,"Rs. 1,890,000"
Toyota,Passo,2007,Automatic,Petrol,1300,143000,"Rs. 4,985,000"
Toyota,110,1997,Automatic,Diesel,2000,220000,"Rs. 3,400,000"
Honda,Grace,2016,Automatic,Petrol,1500,124000,"Rs. 11,200,000"
Micro,Mx7,2015,Manual,Petrol,1500,140000,"Rs. 3,985,000"
Suzuki,Maruti 800,2011,Manual,Petrol,800,44000,"Rs. 2,375,000(Ongoing Lease)"
Micro,Panda,2018,Manual,Petrol,1000,37100,"Rs. 3,500,000"
Suzuki,Wagon R ZX Custom Z,2023,Automatic,Hybrid,650,2990,Negotiable
Nissan,FB15,2000,Automatic,Petrol,1500,175000,"Rs. 4,000,000"
Toyota,110,2000,Manual,Diesel,1500,1525,"Rs. 2,950,000"
Suzuki,Wagon R Stingray J Style,2014,Automatic,Hybrid,660,92500,Negotiable
