Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price (Rs.)
Perodua,Viva Elite,2011,Automatic,Petrol,800,153000,"Rs. 4,275,000"
Suzuki,ALTO,2011,Manual,Petrol,800,153000,"Rs. 3,090,000"
Honda,Fit GD1,2003,Automatic,Petrol,1300,153000,"Rs. 4,490,000"
Toyota,Vitz SCP 90,2007,Automatic,Petrol,1300,153000,"Rs. 5,500,000"
Toyota,Aqua S Limited,2014,Automatic,Hybrid,1490,153000,"Rs. 7,475,000"
Honda,Grace,2014,Automatic,Hybrid,1500,153000,"Rs. 8,600,000"
Toyota,Aqua,2013,Automatic,Hybrid,1500,153000,"Rs. 7,275,000"
Subaru,Forester SG9,2005,Manual,Petrol,2500,153000,"Rs. 7,500,000"
Mercedes-Benz,S350,2006,Automatic,Petrol,3500,153000,"Rs. 19,500,000"
Suzuki,Hustler,2016,Automatic,Hybrid,660,154000,"Rs. 5,850,000"
Chery,QQ,2006,Manual,Petrol,800,154000,"Rs. 1,675,000"
Suzuki,Maruti,2006,Manual,Petrol,800,154000,"Rs. 1,990,000"
Toyota,Vitz,2009,Automatic,Petrol,1000,154000,"Rs. 5,400,000"
Toyota,Starlet GT Ep71,1988,Manual,Petrol,1300,154000,"Rs. 3,000,000"
Nissan,FB15,2003,Automatic,Petrol,1500,154000,"Rs. 4,950,000"
Toyota,Aqua,2012,Automatic,Hybrid,1500,154000,"Rs. 6,975,000"
Toyota,PREMIO 240,2002,Automatic,Petrol,1500,154000,"Rs. 7,350,000"
Toyota,Allion,2010,Automatic,Petrol,1500,154000,"Rs. 8,995,000"
Toyota,Prius G Touring,2014,Automatic,Petrol,1800,154000,"Rs. 11,500,000"
Perodua,Viva Elite,2012,Automatic,Petrol,1000,154016,"Rs. 4,650,000"
Toyota,Axio,2015,Automatic,Hybrid,1490,154260,"Rs. 9,650,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,154500,"Rs. 7,290,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,154500,"Rs. 7,290,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,154500,"Rs. 7,290,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,154500,"Rs. 7,290,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,154500,"Rs. 7,290,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,154500,"Rs. 7,290,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,154500,"Rs. 7,290,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,154500,"Rs. 7,290,000"
Toyota,Corolla AE110,1997,Automatic,Petrol,1500,154833,"Rs. 4,200,000"
Toyota,Corolla AE110,1997,Automatic,Petrol,1500,154833,"Rs. 4,200,000"
Toyota,Corolla AE110,1997,Automatic,Petrol,1500,154834,"Rs. 4,200,000"
Toyota,Axio,2013,Automatic,Hybrid,1490,154896,"Rs. 8,295,000"
Suzuki,Alto,2007,Manual,Petrol,800,155000,"Rs. 2,850,000(Ongoing Lease)"
Perodua,Viva Elite,2011,Automatic,Petrol,1000,155000,"Rs. 4,300,000"
Suzuki,Alto K10,2012,Manual,Petrol,1000,155000,"Rs. 3,220,000"
Toyota,Vitz,2002,Automatic,Petrol,1000,155000,"Rs. 4,150,000"
Toyota,Vitz,2005,Automatic,Petrol,1000,155000,"Rs. 4,995,000"
Toyota,Vitz,2005,Automatic,Petrol,1000,155000,"Rs. 4,995,000"
Toyota,Vitz,2005,Automatic,Petrol,1000,155000,"Rs. 4,995,000"
Toyota,Vitz,2005,Automatic,Petrol,1000,155000,"Rs. 4,995,000"
Toyota,Vitz,2005,Automatic,Petrol,1000,155000,"Rs. 4,995,000"
