Brand,Model,Edition,Year of Manufacture,Transmission,Fuel Type,Body Type,Engine Capacity (cc),Mileage (km),Price Rs.,Negotiable
Toyota,Land Cruiser Sahara,LC 200,2017,Automatic,Petrol,SUV / 4x4,"4,700 cc","100,000 km","Rs 53,000,000",Yes
Toyota,Land Cruiser Prado,TRJ 150 Petrol 2023,2023,Tiptronic,Petrol,SUV / 4x4,"2,700 cc","17,500 km","Rs 53,300,000",Yes
Toyota,Land Cruiser Prado,2023 Prado 150,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,000 km","Rs 53,300,000",Yes
Land Rover,Range Rover,Sport 2L HSE Diesel,2018,Automatic,Diesel,SUV / 4x4,"2,000 cc","65,000 km","Rs 53,500,000",No
Toyota,Land Cruiser Prado,TRJ150,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","8,000 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,TXL150 TOP SPEC 6A,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","9,800 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,TXL150 TOP SPEC 6A,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","9,800 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,TRJ150,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","8,000 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,TRJ150,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","8,000 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,150,2023,Automatic,Petrol,SUV / 4x4,"3,956 cc","12,169 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,150 TX-L,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","8,000 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,150,2023,Automatic,Petrol,SUV / 4x4,"3,956 cc","12,169 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,150,2023,Automatic,Petrol,SUV / 4x4,"3,956 cc","12,169 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,150 TX-L,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","8,500 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,150 TX-L,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","7,000 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,TX150,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","15,000 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,150 TX LIMITED,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","10,580 km","Rs 53,500,000",Yes
Toyota,Land Cruiser Prado,TXL,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","15,000 km","Rs 53,500,000",No
Nissan,Dutsun,Nissan,1979,Manual,Petrol,,"1,400 cc","132,645 km","Rs 530,000",Yes
BMW,525i,Li M sport,2025,Automatic,Petrol,Saloon,"2,000 cc","2,000 km","Rs 54,000,000",No
Land Rover,Range Rover Sport,HSE P400E,2019,Automatic,Petrol,SUV / 4x4,"2,000 cc","56,000 km","Rs 54,000,000",Yes
Land Rover,Range Rover Sport,HSE P400E,2019,Automatic,Petrol,SUV / 4x4,"2,000 cc","56,000 km","Rs 54,000,000",Yes
Toyota,Land Cruiser Prado,Trj150 Black Edition,2023,Tiptronic,Petrol,SUV / 4x4,"2,780 cc","6,000 km","Rs 54,000,000",No
Toyota,Land Cruiser Prado,TRJ150 TX L Highest,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","14,000 km","Rs 54,000,000",Yes
Toyota,Crown,Z,2024,Automatic,Hybrid,Saloon,"2,500 cc","1,000 km","Rs 54,000,000",No
Toyota,Land Cruiser Prado,150 TXL,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","15,000 km","Rs 54,000,000",Yes
Toyota,Land Cruiser Prado,TRJ150 TXL black Edi,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","16,000 km","Rs 54,000,000",Yes
Toyota,Land Cruiser Prado,TCL 150,2023,Automatic,Petrol,Station wagon,"2,690 cc","11,000 km","Rs 54,100,000",Yes
Toyota,Land Cruiser Prado,TXL,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","21,000 km","Rs 54,300,000",Yes
Jeep,Wrangler,Jeep Wrangler Sahara,2023,Tiptronic,Petrol,SUV / 4x4,"1,995 cc","7,800 km","Rs 54,500,000",Yes
Lexus,RX350,F Sport,2025,Automatic,Petrol,SUV / 4x4,"2,400 cc",0 km,"Rs 54,500,000",No
Toyota,Land Cruiser Prado,250 VX,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",500 km,"Rs 54,500,000",Yes
Toyota,Land Cruiser Prado,250 VX First Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","1,500 km","Rs 54,500,000",Yes
Toyota,Land Cruiser Sahara,VX V8 Diesel,2013,Tiptronic,Diesel,SUV / 4x4,"4,500 cc","110,000 km","Rs 54,500,000",Yes
Toyota,Land Cruiser Prado,150,2023,Automatic,Petrol,SUV / 4x4,"3,000 cc","7,000 km","Rs 54,500,000",Yes
Toyota,Crown,Z Full Spec,2024,Automatic,Hybrid,Saloon,"2,500 cc","7,000 km","Rs 54,600,000",Yes
Toyota,Land Cruiser Prado,TXL,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","16,000 km","Rs 54,800,000",Yes
Toyota,Land Cruiser Prado,TXL 150 PKG,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","14,000 km","Rs 54,800,000",Yes
Toyota,Land Cruiser Prado,Tx Limited,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","15,600 km","Rs 54,900,000",No
Toyota,Land Cruiser Prado,TX-L 150,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","9,500 km","Rs 54,900,000",Yes
BMW,523i,EXCLUSIVE LINE,2024,Tiptronic,Petrol,Saloon,"2,000 cc","5,000 km","Rs 55,000,000",No
Land Rover,Range Rover Sport,2019,2019,Automatic,Hybrid,SUV / 4x4,"2,000 cc","80,000 km","Rs 55,000,000",Yes
Toyota,Land Cruiser Sahara,V8 ZX,2015,Automatic,Petrol,SUV / 4x4,"4,600 cc","143,322 km","Rs 55,000,000",Yes
Toyota,Land Cruiser Prado,250 First Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","1,299 km","Rs 55,000,000",No
Toyota,Land Cruiser Prado,TRJ 150 TX Limited,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","9,000 km","Rs 55,000,000",Yes
Toyota,Land Cruiser Prado,Prado 150 TRD 2023,2023,Tiptronic,Petrol,SUV / 4x4,"2,700 cc","5,000 km","Rs 55,200,000",Yes
BMW,725D,M Sport,2019,Automatic,Diesel,Saloon,"2,000 cc","4,000 km","Rs 55,500,000",No
Toyota,Land Cruiser Prado,TRJ 150 TXL,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","5,100 km","Rs 55,500,000",Yes
Toyota,Land Cruiser Sahara,2013,2013,Automatic,Diesel,,"4,700 cc","95,000 km","Rs 55,500,000",No
Toyota,Land Cruiser Prado,TX LIMITED,2023,Automatic,Petrol,SUV / 4x4,"2,780 cc","7,000 km","Rs 55,500,000",Yes
Toyota,Land Cruiser Prado,TRJ 150 TXL,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","5,100 km","Rs 55,500,000",Yes
Toyota,Land Cruiser Prado,LC 250 VX,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 55,500,000",Yes
Toyota,Land Cruiser Sahara,Parliment,2013,Automatic,Diesel,,"4,500 cc","120,000 km","Rs 55,550,000",No
Toyota,Land Cruiser Prado,250 First Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,900 km","Rs 55,900,000",Yes
Daihatsu,Charmant,Daihatsu,1986,Manual,Petrol,Saloon,"1,300 cc","78,022 km","Rs 550,000",Yes
Mitsubishi,Lancer,Lancer Wagon,1976,Manual,Petrol,Station wagon,"1,200 cc","791,986 km","Rs 550,000",Yes
Nissan,AD Wagon,AD Wagon,1984,Manual,Petrol,Station wagon,"1,300 cc","344,400 km","Rs 550,000",No
Nissan,Dutsun,B210,1972,Manual,Petrol,Saloon,"1,200 cc","125,125 km","Rs 550,000",Yes
BMW,525i,525Li Exclusive MS,2025,Automatic,Hybrid,Saloon,"2,000 cc","2,000 km","Rs 56,000,000",No
Ford,Mustang,5 liter V8 GT,2016,Automatic,Petrol,Coupé/Sports,"5,000 cc","11,000 km","Rs 56,000,000",Yes
Toyota,Land Cruiser Prado,Fully Lorded,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","13,000 km","Rs 56,275,000",No
Toyota,Land Cruiser Prado,Fully Lorded,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","13,000 km","Rs 56,275,000",No
Toyota,Land Cruiser Prado,Fully Lorded,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","13,000 km","Rs 56,275,000",No
BMW,523i,Premium ExclusiveLin,2023,Automatic,Petrol,Saloon,"2,000 cc","12,000 km","Rs 56,350,000",Yes
BMW,523i,Premium ExclusiveLin,2023,Automatic,Petrol,Saloon,"2,000 cc","12,000 km","Rs 56,350,000",Yes
Toyota,Land Cruiser Prado,VX Diesel FullyLoade,2017,Automatic,Diesel,SUV / 4x4,"3,000 cc","132,000 km","Rs 56,500,000",Yes
Toyota,Land Cruiser Prado,VX Diesel FullyLoade,2017,Automatic,Diesel,SUV / 4x4,"3,000 cc","132,000 km","Rs 56,500,000",Yes
Toyota,Land Cruiser Sahara,Zx Bruno cross,2015,Automatic,Petrol,Station wagon,"4,600 cc","130,000 km","Rs 56,500,000",Yes
Toyota,Land Cruiser Sahara,Zx Bruno cross,2015,Automatic,Petrol,Station wagon,"4,600 cc","130,000 km","Rs 56,500,000",Yes
Toyota,Vellfire,,2024,Automatic,Hybrid,MPV,"2,500 cc",0 km,"Rs 56,500,000",Yes
Toyota,Land Cruiser Prado,VX 250,2024,Automatic,Petrol,SUV / 4x4,"2,800 cc","11,200 km","Rs 56,800,000",Yes
Toyota,Land Cruiser Prado,VX,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",5 km,"Rs 56,900,000",No
Mitsubishi,Lancer,L Light,1973,Manual,Petrol,Saloon,"1,400 cc","10,822 km","Rs 565,000",No
Land Rover,Range Rover,Sport Autobiography,2019,Automatic,Petrol,SUV / 4x4,"2,000 cc","35,000 km","Rs 57,000,000",No
Toyota,Crown,Z Modelista,2024,Automatic,Hybrid,Saloon,"2,500 cc","2,000 km","Rs 57,000,000",Yes
Toyota,Land Cruiser Prado,150 TXL,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 57,000,000",Yes
Toyota,Alphard,Executive Lounge,2025,Automatic,Hybrid,MPV,"2,500 cc",0 km,"Rs 57,000,000",No
BMW,525i,Exclusive M Sport,2025,Automatic,Hybrid,Saloon,"2,000 cc","3,000 km","Rs 57,500,000",No
Land Rover,Range Rover,Vogue 2017 Facelift,2025,Automatic,Petrol,SUV / 4x4,"3,000 cc","77,800 km","Rs 57,500,000",Yes
Toyota,Land Cruiser Prado,VX250 FIRST EDITION,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","8,000 km","Rs 57,500,000",No
Toyota,Land Cruiser Prado,VX250 FIRST EDITION,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","8,000 km","Rs 57,500,000",No
Toyota,Land Cruiser Prado,250,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",5 km,"Rs 57,500,000",No
Toyota,Land Cruiser Prado,VX,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc","1,000 km","Rs 57,500,000",No
Toyota,Land Cruiser Prado,250 VX 2025,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 57,500,000",Yes
Toyota,Land Cruiser Prado,TRJ250,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 57,500,000",Yes
Toyota,Alphard,2025 Comfort Plus,2025,Automatic,Hybrid,MPV,"2,500 cc",0 km,"Rs 57,500,000",Yes
Toyota,Land Cruiser Prado,VX 250,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 57,575,000",Yes
Jeep,Wrangler,Rubicon Hardtop,2024,Automatic,Petrol,SUV / 4x4,"2,000 cc","6,000 km","Rs 57,990,000",No
Toyota,Land Cruiser Prado,LC250 2ND EDITION,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","1,290 km","Rs 57,990,000",No
Mitsubishi,Lancer,EL State,1977,Manual,Petrol,Station wagon,"1,400 cc","77,681 km","Rs 575,000",Yes
Jeep,Wrangler,Rubicon Unlimited,2025,Automatic,Petrol,SUV / 4x4,"2,000 cc","4,500 km","Rs 58,000,000",Yes
Lexus,RX350,F SPORT,2025,Automatic,Hybrid,SUV / 4x4,"2,400 cc",0 km,"Rs 58,000,000",No
Toyota,Land Cruiser Prado,First Edition VX 250,2024,Automatic,Petrol,SUV / 4x4,"2,800 cc",0 km,"Rs 58,000,000",Yes
Toyota,Land Cruiser Prado,250,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,666 km","Rs 58,000,000",Yes
Toyota,Land Cruiser Prado,250,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,666 km","Rs 58,000,000",Yes
Toyota,Land Cruiser Prado,250,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,666 km","Rs 58,000,000",Yes
Toyota,Land Cruiser Prado,LC 250,2024,Automatic,Petrol,,"2,690 cc","1,200 km","Rs 58,000,000",Yes
Toyota,Alphard,Hybrid Z,2024,Automatic,Hybrid,MPV,"2,500 cc",0 km,"Rs 58,000,000",Yes
Toyota,Land Cruiser Prado,250 VX,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 58,000,000",No
Toyota,Land Cruiser Prado,250 VX,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 58,000,000",No
Toyota,Land Cruiser Prado,250,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","7,900 km","Rs 58,450,000",Yes
Lexus,NX300H,NX 350 H -F SPORTS,2025,Automatic,Petrol,SUV / 4x4,"2,500 cc",33 km,"Rs 58,500,000",Yes
Mercedes Benz,EQS 450,Amg 2024 Premium,2024,Tiptronic,Electric,SUV / 4x4,"4,000 cc","6,800 km","Rs 58,500,000",Yes
Toyota,Land Cruiser Prado,LC 250 First edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 58,500,000",Yes
Toyota,Land Cruiser Prado,250 VX,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","8,500 km","Rs 58,500,000",Yes
Toyota,Land Cruiser Prado,250 VX,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","8,500 km","Rs 58,500,000",Yes
Toyota,Land Cruiser Sahara,V8 URJ202,2018,Automatic,Petrol,SUV / 4x4,"4,600 cc","55,635 km","Rs 58,500,000",Yes
Toyota,Vellfire,Executive Lounge B/N,2025,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 58,500,000",Yes
Toyota,Land Cruiser Prado,250 VX 2025,2025,Automatic,Petrol,SUV / 4x4,"2,800 cc",0 km,"Rs 58,500,000",No
Land Rover,Range Rover Sport,Straight Petrol HSE,2018,Automatic,Petrol,SUV / 4x4,"2,000 cc","50,000 km","Rs 58,500,002",Yes
Toyota,Land Cruiser Prado,250 First Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","14,000 km","Rs 58,800,000",Yes
Toyota,Land Cruiser Prado,LC250 1ST EDITION,2024,Automatic,Petrol,SUV / 4x4,"2,000 cc",200 km,"Rs 58,890,000",No
Mitsubishi,Lancer,Lancer,1980,Manual,Petrol,Station wagon,"1,200 cc","450,000 km","Rs 585,000",No
Mercedes Benz,E350,plug in hybrid,2024,Tiptronic,Hybrid,Saloon,"2,000 cc","6,000 km","Rs 59,000,000",No
Toyota,Land Cruiser Prado,TRJ250 Sqare Lights,2024,Automatic,Petrol,SUV / 4x4,"2,800 cc",0 km,"Rs 59,000,000",Yes
Toyota,Land Cruiser Prado,FIRST EDITION,2024,Tiptronic,Petrol,SUV / 4x4,"2,700 cc","5,000 km","Rs 59,000,000",No
Toyota,Land Cruiser Prado,First Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 59,000,000",Yes
Toyota,Land Cruiser Prado,250 VX,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",500 km,"Rs 59,000,000",Yes
Toyota,Alphard,Executive Lounge,2025,Automatic,Hybrid,MPV,"2,500 cc",0 km,"Rs 59,000,000",No
Toyota,Land Cruiser Prado,LC250,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","5,000 km","Rs 59,000,000",Yes
BMW,X5,M 4.4l V8 1OF1,2016,Automatic,Petrol,SUV / 4x4,"4,400 cc","17,000 km","Rs 59,500,000",Yes
BMW,X5,M 4.4l V8 1OF1,2016,Automatic,Petrol,SUV / 4x4,"4,400 cc","17,000 km","Rs 59,500,000",Yes
BMW,X5,M 4.4l V8 1OF1,2016,Automatic,Petrol,SUV / 4x4,"4,400 cc","17,000 km","Rs 59,500,000",Yes
BMW,523i,Premium Spec,2023,Automatic,Petrol,Saloon,"2,000 cc","8,000 km","Rs 59,500,000",Yes
Toyota,Crown,Sport Modilesta,2025,Automatic,Petrol,SUV / 4x4,"2,500 cc",0 km,"Rs 59,500,000",Yes
Toyota,Land Cruiser Prado,2025 Land Cruiser VX,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 59,500,000",Yes
Toyota,Land Cruiser Prado,2024,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,000 km","Rs 59,500,000",Yes
Toyota,Land Cruiser Prado,1 st edition,2024,Tiptronic,Petrol,SUV / 4x4,"2,700 cc","7,000 km","Rs 59,500,000",Yes
Toyota,Land Cruiser Prado,TRJ250  VX Patrol,2024,Tiptronic,Petrol,SUV / 4x4,"2,700 cc","7,000 km","Rs 59,500,000",Yes
Toyota,Land Cruiser Prado,1ST EDITION TANLC250,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc",600 km,"Rs 59,690,000",Yes
Mercedes Benz,E200,Premium Plus,2024,Automatic,Petrol,Saloon,"2,000 cc","7,000 km","Rs 59,800,000",Yes
Toyota,Land Cruiser Prado,250 First Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc",100 km,"Rs 59,800,000",Yes
Toyota,Land Cruiser Prado,250 1st Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,012 km","Rs 59,800,000",Yes
Toyota,Land Cruiser Prado,FIRST EDITION,2024,Tiptronic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 59,800,000",No
Toyota,Land Cruiser Prado,FIRST EDITION,2024,Tiptronic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 59,800,000",No
Toyota,Land Cruiser Prado,250 1st Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,012 km","Rs 59,800,000",Yes
Toyota,Land Cruiser Prado,250 1st Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,012 km","Rs 59,800,000",Yes
Toyota,Land Cruiser Prado,250 1st Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,012 km","Rs 59,800,000",Yes
Toyota,Land Cruiser Prado,250 First edition,2024,Tiptronic,Petrol,SUV / 4x4,"2,700 cc","6,000 km","Rs 59,800,000",Yes
Toyota,Alphard,Executive Lounge,2023,Automatic,Petrol,MPV,"2,500 cc","38,000 km","Rs 59,800,000",Yes
Toyota,Land Cruiser Prado,250 1st Edition,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","4,012 km","Rs 59,800,000",Yes
Toyota,Land Cruiser Prado,250,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 59,900,000",Yes
DFSK,Glory,330,2021,Manual,Diesel,MPV,"1,500 cc","74,000 km","Rs 6,000,000",No
Honda,Insight,Hybrid ZE2,2009,Automatic,Hybrid,Saloon,"1,330 cc","297,533 km","Rs 6,000,000",Yes
Hyundai,Grand i10,,2017,Automatic,Petrol,Hatchback,"1,000 cc","47,000 km","Rs 6,000,000",Yes
Hyundai,Grand i10,,2017,Automatic,Petrol,Hatchback,"1,000 cc","118,000 km","Rs 6,000,000",Yes
Kia,soul,Soul,2011,Automatic,Petrol,Hatchback,"1,600 cc","116,000 km","Rs 6,000,000",Yes
Micro,Emgrand,Micro,2014,Manual,Petrol,Saloon,"1,799 cc","250,000 km","Rs 6,000,000",Yes
Mitsubishi,Pajero,MANUAL,1985,Manual,Diesel,SUV / 4x4,"2,350 cc","370,000 km","Rs 6,000,000",Yes
Nissan,Sunny,N17,2011,Automatic,Petrol,Saloon,"1,300 cc","99,000 km","Rs 6,000,000",Yes
Nissan,Leaf,,2014,Automatic,Electric,,70 cc,"128,000 km","Rs 6,000,000",No
Perodua,Axia,,2017,Automatic,Petrol,Hatchback,"1,000 cc","98,000 km","Rs 6,000,000",Yes
Perodua,Axia,,2016,Automatic,Petrol,Hatchback,998 cc,"111,072 km","Rs 6,000,000",Yes
Suzuki,Wagon R Stingray,MH44S Turbo Silver,2015,Other transmission,Petrol,,660 cc,"67,000 km","Rs 6,000,000",No
Suzuki,Alto,Suzuki,2017,Automatic,Petrol,SUV / 4x4,650 cc,"69,000 km","Rs 6,000,000",No
Suzuki,Wagon R,,2014,Automatic,Petrol,Hatchback,650 cc,"134,526 km","Rs 6,000,000",Yes
Suzuki,Wagon R Stingray,,2014,Automatic,Petrol,Hatchback,660 cc,"89,000 km","Rs 6,000,000",Yes
Toyota,Hilux,,1997,Manual,Diesel,,"2,446 cc","349,947 km","Rs 6,000,000",Yes
Toyota,Vitz,,2008,Automatic,Petrol,Hatchback,"1,300 cc","170,000 km","Rs 6,000,000",No
Toyota,Harrier,2002,2002,Automatic,Petrol,SUV / 4x4,"3,000 cc","212,000 km","Rs 6,000,000",Yes
Toyota,Harrier,2002,2002,Automatic,Petrol,SUV / 4x4,"3,000 cc","212,000 km","Rs 6,000,000",Yes
Toyota,Avanza,Toyota Avanza,2009,Manual,Petrol,MPV,"1,300 cc","150,000 km","Rs 6,000,000",Yes
Toyota,Vitz,KSP 90,2008,Automatic,Petrol,Hatchback,"1,000 cc","95,000 km","Rs 6,000,000",No
Toyota,Corolla,2003,2003,Manual,Petrol,Saloon,"1,500 cc","221,000 km","Rs 6,000,000",Yes
Toyota,Corolla,2003,2003,Manual,Petrol,Saloon,"1,500 cc","221,000 km","Rs 6,000,000",Yes
Suzuki,Wagon R FX,Limited,2016,Automatic,Petrol,,650 cc,"72,000 km","Rs 6,040,000",Yes
Honda,Fit,GP1,2012,Automatic,Hybrid,Hatchback,"1,500 cc","148,000 km","Rs 6,050,000",Yes
Suzuki,Wagon R FX,,2018,Automatic,Hybrid,Hatchback,650 cc,"250,000 km","Rs 6,050,000",Yes
Suzuki,Wagon R FX,,2017,Automatic,Petrol,,650 cc,"102,908 km","Rs 6,050,000",Yes
Toyota,Vitz,KSP 90,2007,Automatic,Petrol,Hatchback,990 cc,"85,000 km","Rs 6,050,000",Yes
Toyota,Wigo,2017,2017,Automatic,Petrol,Hatchback,"1,000 cc","92,000 km","Rs 6,050,000",Yes
Suzuki,Wagon R FX,Non Safety,2017,Automatic,Petrol,Hatchback,650 cc,"97,246 km","Rs 6,090,000",No
Suzuki,Wagon R Stingray,,2015,Automatic,Hybrid,Hatchback,650 cc,"90,555 km","Rs 6,090,000",No
Toyota,Yaris,,2009,Automatic,Petrol,Saloon,"1,300 cc","165,000 km","Rs 6,090,000",Yes
Daihatsu,Mira,ES,2023,Automatic,Petrol,Hatchback,660 cc,"45,000 km","Rs 6,100,000",No
Daihatsu,Mira,L SA3 Safety,2022,Automatic,Petrol,Hatchback,660 cc,"27,000 km","Rs 6,100,000",Yes
Daihatsu,Mira,L Safety,2022,Automatic,Petrol,Hatchback,660 cc,"26,000 km","Rs 6,100,000",Yes
Suzuki,Wagon R FX,wagon R,2018,Automatic,Petrol,Hatchback,600 cc,"108,000 km","Rs 6,100,000",Yes
Suzuki,Wagon R FZ,Safety Package,2016,Automatic,Hybrid,Hatchback,600 cc,"95,000 km","Rs 6,100,000",Yes
Suzuki,Spacia,MK42S,2017,Automatic,Hybrid,Hatchback,650 cc,"103,600 km","Rs 6,100,000",Yes
Suzuki,Alto,,2017,Automatic,Petrol,Hatchback,657 cc,"61,450 km","Rs 6,100,000",Yes
Suzuki,Celerio,Celerio X,2018,Automatic,Petrol,,998 cc,"68,511 km","Rs 6,100,000",Yes
Toyota,Yaris,,2006,Automatic,Petrol,Saloon,"1,300 cc","191,000 km","Rs 6,100,000",Yes
Toyota,Yaris,,2008,Automatic,Petrol,Saloon,"1,298 cc","178,000 km","Rs 6,100,000",Yes
Daihatsu,Mira,Mira 2023,2023,Automatic,Petrol,Hatchback,660 cc,"5,000 km","Rs 6,150,000",No
Daihatsu,Mira,Mira 2023,2023,Automatic,Petrol,Hatchback,660 cc,"5,000 km","Rs 6,150,000",No
Daihatsu,Mira,ES L,2025,Automatic,Petrol,Hatchback,660 cc,0 km,"Rs 6,150,000",No
Daihatsu,Mira,Mira 2023,2023,Automatic,Petrol,Hatchback,660 cc,"5,000 km","Rs 6,150,000",No
Daihatsu,Mira,Mira 2023,2023,Automatic,Petrol,Hatchback,660 cc,"5,000 km","Rs 6,150,000",No
Hyundai,Grand i10,Hyundai Grand i10,2018,Automatic,Petrol,Hatchback,"1,000 cc","43,000 km","Rs 6,150,000",Yes
Micro,Kyron,,2009,Automatic,Diesel,SUV / 4x4,"1,998 cc","146,308 km","Rs 6,150,000",Yes
Micro,Kyron,,2009,Automatic,Diesel,SUV / 4x4,"1,998 cc","146,308 km","Rs 6,150,000",Yes
Micro,Kyron,,2009,Automatic,Diesel,SUV / 4x4,"1,998 cc","146,308 km","Rs 6,150,000",Yes
Nissan,March,HK 13,2010,Automatic,Petrol,Hatchback,"1,200 cc","1,200 km","Rs 6,150,000",Yes
Suzuki,Wagon R Stingray,J Style,2015,Automatic,Hybrid,Hatchback,650 cc,"61,224 km","Rs 6,150,000",No
Suzuki,Wagon R FX,Safety,2017,Automatic,Hybrid,Hatchback,650 cc,"74,716 km","Rs 6,150,000",No
Toyota,Wigo,,2017,Automatic,Petrol,Hatchback,"1,000 cc","116,000 km","Rs 6,150,000",Yes
Toyota,Wigo,,2017,Automatic,Petrol,Hatchback,"1,000 cc","116,000 km","Rs 6,150,000",Yes
Toyota,Vitz,KSP 130,2012,Automatic,Petrol,Hatchback,"1,000 cc","138,500 km","Rs 6,150,000",Yes
Toyota,Corolla,121,2002,Automatic,Petrol,Saloon,"1,497 cc","170,000 km","Rs 6,150,000",Yes
Toyota,Yaris,2007,2007,Manual,Petrol,Saloon,"1,300 cc","150,000 km","Rs 6,150,000",No
Toyota,Yaris,2008,2008,Automatic,Petrol,Saloon,"1,300 cc","106,000 km","Rs 6,175,000",Yes
Suzuki,Spacia,,2015,Automatic,Hybrid,,650 cc,"85,000 km","Rs 6,180,000",Yes
Nissan,Dayz,S safety edition,2023,Automatic,Petrol,Hatchback,660 cc,"29,000 km","Rs 6,190,000",Yes
Nissan,Dayz,Highway Star,2015,Automatic,Petrol,Hatchback,650 cc,"107,241 km","Rs 6,190,000",No
Suzuki,Wagon R FX,Safety,2017,Automatic,Hybrid,Hatchback,650 cc,"71,627 km","Rs 6,190,000",No
Toyota,Belta,,2007,Automatic,Petrol,,"1,000 cc","117,000 km","Rs 6,190,000",Yes
Daihatsu,Mira,L safety,2022,Automatic,Petrol,Hatchback,660 cc,"10,200 km","Rs 6,195,000",Yes
